,level_0,level_1,level_2,SVC,Random Forest,Gradient Boosting,Logistic Regression
276,V4,fc8,Subj2,0.2040816326530612,0.22585034013605446,0.19319727891156463,0.34557823129251697
277,V4,fc8,Subj3,0.22312925170068026,0.24625850340136052,0.22993197278911565,0.435374149659864
278,V4,fc8,Subj4,0.236734693877551,0.22857142857142856,0.2013605442176871,0.3564625850340136
279,V4,fc8,Subj5,0.18775510204081636,0.21088435374149658,0.14829931972789115,0.36190476190476195
280,VC,conv1,Subj1,0.24217687074829927,0.3741496598639456,0.34285714285714286,0.6734693877551019
281,VC,conv1,Subj2,0.15374149659863945,0.22040816326530613,0.18639455782312922,0.5006802721088436
282,VC,conv1,Subj3,0.27210884353741494,0.40272108843537413,0.35918367346938773,0.6884353741496598
283,VC,conv1,Subj4,0.2448979591836735,0.39999999999999997,0.39591836734693875,0.7020408163265305
284,VC,conv1,Subj5,0.14829931972789118,0.2680272108843537,0.1904761904761905,0.47210884353741495
285,VC,conv2,Subj1,0.8312925170068027,0.7442176870748299,0.6176870748299319,0.9088435374149659
286,VC,conv2,Subj2,0.6789115646258503,0.5741496598639456,0.4802721088435375,0.7414965986394558
287,VC,conv2,Subj3,0.8435374149659863,0.7999999999999999,0.6925170068027212,0.9346938775510204
288,VC,conv2,Subj4,0.9020408163265307,0.8068027210884353,0.6993197278911565,0.9523809523809524
289,VC,conv2,Subj5,0.6965986394557823,0.6408163265306123,0.5265306122448979,0.7986394557823129
290,VC,conv3,Subj1,0.8911564625850339,0.8136054421768708,0.6421768707482993,0.9455782312925171
291,VC,conv3,Subj2,0.7564625850340135,0.6149659863945578,0.4462585034013606,0.8639455782312925
292,VC,conv3,Subj3,0.9156462585034014,0.8612244897959184,0.6571428571428571,0.9564625850340136
293,VC,conv3,Subj4,0.9387755102040817,0.8925170068027212,0.7319727891156462,0.982312925170068
294,VC,conv3,Subj5,0.7782312925170067,0.6408163265306123,0.4761904761904762,0.8299319727891158
295,VC,conv4,Subj1,0.9061224489795918,0.8217687074829932,0.563265306122449,0.9523809523809523
296,VC,conv4,Subj2,0.765986394557823,0.5850340136054422,0.40544217687074824,0.8408163265306123
297,VC,conv4,Subj3,0.9333333333333335,0.8408163265306122,0.6122448979591837,0.9591836734693879
298,VC,conv4,Subj4,0.94421768707483,0.874829931972789,0.6503401360544218,0.9755102040816326
299,VC,conv4,Subj5,0.7850340136054422,0.5755102040816327,0.3795918367346939,0.8435374149659864
300,VC,conv5,Subj1,0.9319727891156463,0.8204081632653063,0.5959183673469388,0.9591836734693878
301,VC,conv5,Subj2,0.802721088435374,0.6244897959183674,0.41360544217687073,0.8421768707482994
302,VC,conv5,Subj3,0.927891156462585,0.8435374149659862,0.6612244897959183,0.9591836734693878
303,VC,conv5,Subj4,0.9510204081632654,0.8639455782312925,0.6517006802721088,0.9755102040816327
304,VC,conv5,Subj5,0.7809523809523808,0.6244897959183674,0.38231292517006804,0.8204081632653061
305,VC,fc6,Subj1,0.8421768707482994,0.6122448979591837,0.46938775510204084,0.9156462585034013
306,VC,fc6,Subj2,0.6680272108843538,0.4693877551020408,0.363265306122449,0.7591836734693878
307,VC,fc6,Subj3,0.8612244897959184,0.7578231292517007,0.5442176870748299,0.9251700680272109
308,VC,fc6,Subj4,0.8653061224489795,0.708843537414966,0.5469387755102041,0.9333333333333333
309,VC,fc6,Subj5,0.673469387755102,0.4136054421768708,0.31020408163265306,0.7700680272108844
310,VC,fc7,Subj1,0.7523809523809523,0.5469387755102041,0.38911564625850337,0.8761904761904763
311,VC,fc7,Subj2,0.616326530612245,0.3931972789115646,0.28843537414965986,0.7006802721088434
312,VC,fc7,Subj3,0.801360544217687,0.6353741496598639,0.45442176870748296,0.907482993197279
313,VC,fc7,Subj4,0.8408163265306123,0.6435374149659864,0.43265306122448977,0.9156462585034014
314,VC,fc7,Subj5,0.5700680272108843,0.35918367346938773,0.2054421768707483,0.7020408163265305
315,VC,fc8,Subj1,0.4639455782312925,0.5115646258503401,0.3428571428571429,0.7931972789115646
316,VC,fc8,Subj2,0.3333333333333333,0.37142857142857144,0.2748299319727891,0.6217687074829932
317,VC,fc8,Subj3,0.5836734693877552,0.5877551020408164,0.5102040816326531,0.8612244897959184
318,VC,fc8,Subj4,0.6040816326530613,0.5551020408163265,0.43265306122448977,0.8394557823129253
319,VC,fc8,Subj5,0.2938775510204082,0.3115646258503401,0.22721088435374148,0.6598639455782312
